S_CTUID,NAABORI100,NAOTHER100,BRTISLE100,FRNH100,WESTEUR100,NORTEUR100,EASTEUR100,SOUTEUR100,CARIB100,LCSA100,CWAFRI100,NORTAFR100,SEAFR100,WAME100,SOUTASI100,SEASIA100,OCEANIC100
5350612.12,1388,20161,41928,9131,11833,1972,15559,21622,2776,1096,219,1461,950,4091,8035,13660,292
5350612.13,771,23779,50643,8997,13111,2571,10668,20437,2828,1157,0,386,1028,2314,4756,11054,0
5350612.14,1555,19258,41986,9091,13038,3230,16986,16866,2392,2273,0,837,0,4306,9211,11005,478
5350612.15,1072,15726,27448,7076,8435,1573,11151,20944,2645,7076,1930,4646,929,9364,11151,12080,214
5350612.18,1394,15679,29501,8362,8479,2207,16028,22067,3484,2787,929,2555,929,6388,9756,11382,348
5350612.19,978,14181,28606,6235,11980,2567,13936,24572,4645,3423,367,1711,856,5990,11369,14548,489
5350612.2,1893,15590,29065,6793,10022,1114,15033,24165,2673,4454,780,2227,445,8018,11915,13474,0
5350612.21,672,15683,22629,5377,10456,896,12472,23600,2539,5153,1494,3137,1120,7468,15161,11725,224
5350612.22,1230,12705,26161,5328,8265,2117,10861,19945,4030,5601,751,3415,683,6831,16393,15369,342
5350612.23,1094,16958,24398,5033,8643,438,13786,21554,1860,3392,0,2188,656,7112,10284,15317,219
5350612.24,877,12899,21415,5698,8766,1440,10833,21415,1064,2505,250,3381,438,8579,16594,23669,250
5350612.25,554,12927,30194,6464,9049,1200,11265,19760,2401,1847,0,3416,831,4894,14312,18467,462
5350612.26,2810,16475,37037,7280,12261,2937,15837,17752,5364,4215,383,1660,255,5492,7663,16347,255
5350612.27,1965,16110,36346,8546,10609,1965,13949,19941,2554,3536,196,2161,295,5403,9921,14047,295
5350613.01,1094,22479,46537,8141,13852,1944,16160,14581,4131,3038,851,729,365,2552,5589,8262,0
5350613.03,2500,23750,45875,9500,12750,4000,12500,12875,3125,3000,250,625,875,3000,7875,7375,0
5350613.04,2715,21842,38961,7202,13105,1653,12515,14876,3424,4841,472,1181,708,4959,5903,13577,0
5350614.01,1364,15606,53333,9848,15758,3485,20606,18182,3333,2727,758,0,758,1667,4394,6061,303
5350614.02,2628,23029,49061,10138,14518,1627,14518,16896,2378,2879,751,1377,250,3129,3504,6008,0
5350615,695,9189,14208,3243,4402,849,10270,16525,1853,3089,1004,4556,849,9807,23938,24247,0
5350620.01,1577,16313,24959,5710,8102,1631,9135,15117,7178,5655,870,1251,218,4622,25122,10658,0
5350620.05,1383,18085,30745,5638,9681,2340,9787,18723,3511,4255,319,2021,1596,4787,18723,11170,0
5350620.06,1104,15894,21634,4636,6181,1251,10817,17881,4783,6475,589,2723,1472,5592,23400,12215,0
5350620.07,843,17322,24532,4120,8708,1873,11704,16199,5712,5150,749,187,655,7959,24625,9551,0
5350620.08,1599,13692,21433,2879,6014,768,8125,16507,5246,3711,2367,4159,576,5438,27703,12284,128
5350620.09,1578,19684,27112,7799,6871,371,10678,20984,4550,3993,371,2600,1114,7057,18013,11421,279
5350620.1,1100,12469,21597,3830,6683,489,7987,17278,4931,2567,693,2160,489,6805,30725,12021,122
5350620.11,1293,14630,21142,4996,6512,1115,8073,17395,4014,5665,1517,2765,669,6155,30419,11641,223
5350620.12,769,14013,18257,3788,6950,684,9114,16149,4785,5355,1623,2364,1396,7719,30561,10652,85
5350620.13,864,17711,47084,6479,16631,1944,13607,26134,1944,1728,0,0,432,2160,3456,3456,0
5350621,1772,34515,59142,10914,18843,2052,10448,16604,1399,2332,0,280,373,1493,2239,1772,0
5350622,3491,34248,59352,10806,17623,3159,10474,14630,3741,1829,249,333,499,582,2909,2244,0
5350623,2190,33577,53723,7883,13723,2628,8905,12701,2628,876,0,1314,292,730,3650,3650,292
5350624,2507,33612,56825,9099,16899,2507,9656,13185,2136,1021,0,557,371,836,2043,4643,650
5350625,0,26866,55224,10448,10448,10448,5970,11940,0,0,0,0,0,2985,2985,4478,0
5350626,2053,27203,55004,5902,21814,3764,12147,16082,770,1796,428,0,513,855,5047,2652,513
5350630,1233,23883,40370,3544,10324,1233,13097,14638,924,616,0,0,308,4006,12018,3390,308
5350631.02,2123,26694,43175,7583,13448,1921,16380,27806,1213,2326,0,0,202,2427,3236,3943,0
5350631.03,1829,30081,51118,9959,14024,711,12805,25102,2541,2744,0,0,203,610,1626,4675,0
5350631.04,2168,24976,46277,10839,14703,1602,14043,29406,2639,2828,0,283,0,2922,2356,3959,0
5350632,2751,29785,59809,13397,16507,2033,10048,12201,718,1077,0,0,598,957,1675,2751,239
5350633,1630,33778,59407,10222,15704,3111,9037,13037,1037,1185,0,0,593,741,1037,3556,296
5350634.01,3318,31350,58696,8238,18879,2059,15446,22311,1259,2288,343,0,0,458,1373,2517,0
5350634.02,2688,30511,60887,7930,17742,2151,7930,14785,1075,1747,269,0,269,269,1613,2151,269
5350635,3799,32122,61519,10322,18249,3055,9992,15029,1982,1817,165,0,330,1404,1404,2230,165
5350636,2007,36622,58194,10368,18896,2174,10033,10702,1338,2174,502,0,502,334,3010,2007,0
5350637,2693,30516,52730,9050,18250,3216,12640,17876,823,374,0,299,374,972,2393,1645,0
5350638,4717,35506,60377,10377,17581,2230,10120,11921,2744,943,0,0,515,858,686,772,515
5350639,4357,36275,56209,8279,18083,1198,10675,13290,2070,1634,218,0,436,436,1416,2614,0
5350800.01,2443,26873,43648,6678,11564,651,8958,14495,10261,2932,814,651,326,6189,10261,5700,0
5350800.02,4831,32697,53258,8764,13596,1798,8539,12022,7640,2472,337,225,787,787,4382,3483,225
5350801.01,3414,30156,54339,9531,13371,1280,9246,11807,6401,4694,0,853,711,996,9815,4836,0
5350801.02,2060,28155,48584,6695,13305,2833,9614,15966,6009,3777,0,773,172,2060,8240,10215,0
5350802.01,1198,17843,31558,3728,7856,1731,7723,11984,8256,5459,399,266,1198,3063,23435,14381,0
5350802.02,1253,19338,38944,4476,10027,2328,11101,15219,5730,2507,537,806,1343,4566,15130,13160,537
